survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,group_survival_rate,group_mean_fare,group_median_age,group_passenger_count,log_fare_zscore
0,3,male,36.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,2,female,32.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
0,2,male,19.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
1,3,female,19.0,1,0,7.8542,S,Third,woman,False,Unknown,Southampton,yes,False,0.5,16.118809722222224,21.5,144,-0.806763380796033
1,2,male,3.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
1,1,female,44.0,0,0,27.7208,C,First,woman,False,B,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,0.4082334475616762
1,1,female,58.0,0,0,146.5208,C,First,woman,False,B,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,2.097794920021772
0,3,male,25.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
0,3,male,42.0,0,1,8.4042,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.7445391097425902
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
0,2,female,24.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,no,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
0,3,male,28.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6307359423566569
0,3,male,25.0,8,2,69.55,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,1.3361591794576348
0,3,male,34.0,0,0,6.4958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9787286015064478
0,3,male,45.5,0,0,7.225,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8828741679067217
1,3,male,18.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,3,female,2.0,0,1,10.4625,S,Third,child,False,G,Southampton,no,False,0.5,16.118809722222224,21.5,144,-0.5401781836878246
0,3,male,32.0,1,0,15.85,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.1423794216910609
1,3,male,26.0,0,0,18.7875,C,Third,man,True,Unknown,Cherbourg,yes,True,0.13544668587896252,12.661632564841499,25.0,347,0.023546289947323752
1,3,female,16.0,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
1,1,male,40.0,0,0,31.0,C,First,man,True,A,Cherbourg,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.5198636196706229
0,3,male,24.0,0,0,7.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9050797531497122
1,2,female,35.0,0,0,21.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,0.1329851701219792
0,3,male,22.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8797405693934278
0,2,male,30.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,3,male,25.0,1,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
1,1,female,31.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.834129231109428
1,3,female,27.0,0,0,7.925,S,Third,woman,False,Unknown,Southampton,yes,True,0.5,16.118809722222224,21.5,144,-0.798539974052802
0,2,male,42.0,1,0,27.0,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.3819897971587497
1,1,female,32.0,0,0,76.2917,C,First,woman,False,D,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.4303920040723752
0,2,male,30.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
1,3,male,16.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,2,male,27.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,3,male,51.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,1,male,38.0,1,0,90.0,S,First,man,True,C,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.5989745568795648
0,3,male,22.0,0,0,9.35,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6455926003653025
1,2,male,19.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,yes,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
0,3,male,20.5,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8797405693934278
0,2,male,18.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,3,female,21.5,3,1,25.4667,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.32384119624754826
1,1,female,35.0,1,0,83.475,S,First,woman,False,C,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.5221510751129648
0,3,male,29.0,0,0,7.775,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
0,2,male,59.0,0,0,13.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.29746598596845064
1,3,female,5.0,4,2,31.3875,S,Third,child,False,Unknown,Southampton,yes,False,0.5,16.118809722222224,21.5,144,0.5322916934007406
0,2,male,24.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
0,3,female,21.5,0,0,7.55,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.8428609376877135
0,2,male,44.0,1,0,26.0,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
1,2,female,8.0,0,2,26.25,S,Second,child,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.35395586016517094
0,2,male,19.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
0,2,male,33.0,0,0,12.275,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3886024739916458
0,3,female,21.5,1,0,14.4542,C,Third,woman,False,Unknown,Cherbourg,no,False,0.5,16.118809722222224,21.5,144,-0.23166125968823223
1,3,female,21.5,1,0,15.5,Q,Third,woman,False,Unknown,Queenstown,yes,False,0.5,16.118809722222224,21.5,144,-0.16405229962564447
0,2,male,29.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
0,3,male,22.0,0,0,7.125,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8955045384601199
0,3,male,30.0,0,0,7.225,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8828741679067217
0,1,male,44.0,2,0,90.0,Q,First,man,True,C,Queenstown,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.5989745568795648
0,3,female,25.0,0,0,7.775,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.8160407306065733
1,2,female,24.0,0,2,14.5,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,-0.2286058134653583
1,1,male,37.0,1,1,52.5542,S,First,man,True,D,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.0515683442816504
0,2,male,54.0,1,0,26.0,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
0,3,male,25.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8797405693934278
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,G,Southampton,no,False,0.5,16.118809722222224,21.5,144,-0.5401781836878246
0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
0,3,male,30.0,1,0,16.1,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.12717266791993012
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.09534793704965058
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,Unknown,Cherbourg,yes,False,0.5,16.118809722222224,21.5,144,-0.1800831698720664
1,1,female,35.0,0,0,79.2,C,First,woman,False,Unknown,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.4685301291949246
1,1,female,30.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.5584783893656837
1,1,female,35.0,0,0,512.3292,C,First,woman,False,Unknown,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,3.3852937438182273
1,2,female,50.0,0,1,26.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
0,3,male,25.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
1,3,male,3.0,4,2,31.3875,S,Third,child,False,Unknown,Southampton,yes,False,0.13544668587896252,12.661632564841499,25.0,347,0.5322916934007406
0,1,male,52.0,1,1,79.65,S,First,man,True,E,Southampton,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.4743073772537167
0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,-3.0585777291682934
0,3,female,21.5,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,no,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
0,2,male,36.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
0,3,male,16.0,4,1,39.6875,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.7678594338107121
1,3,male,25.0,1,0,7.775,S,Third,man,True,Unknown,Southampton,yes,False,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
1,1,female,58.0,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.14527242190355
1,1,female,35.0,0,0,135.6333,S,First,woman,False,C,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,2.0186331792044068
0,1,male,40.0,0,0,31.0,S,First,man,True,Unknown,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.5198636196706229
1,3,male,25.0,0,0,0.0,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-3.0585777291682934
1,2,female,41.0,0,1,19.5,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.06007112543995847
0,1,male,37.0,0,1,29.7,C,First,man,True,C,Cherbourg,no,False,0.36885245901639346,67.22612704918032,40.0,122,0.4770416648490861
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
1,1,female,63.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.452419049919151
0,3,female,45.0,0,0,7.75,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
0,2,male,30.0,0,0,0.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-3.0585777291682934
0,3,male,7.0,4,1,29.125,Q,Third,child,False,Unknown,Queenstown,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.457519539438721
1,3,female,35.0,1,1,20.25,S,Third,woman,False,Unknown,Southampton,yes,False,0.5,16.118809722222224,21.5,144,0.0971716406458445
0,3,male,65.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
0,3,male,28.0,0,0,7.8542,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.806763380796033
0,3,male,16.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6307359423566569
1,3,male,19.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,1,male,40.0,0,0,26.0,S,First,man,True,A,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.3444394801955362
0,3,male,33.0,0,0,8.6625,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7165619336211217
1,3,male,30.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6307359423566569
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,2,male,42.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,yes,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
1,1,female,26.0,0,0,78.85,S,First,woman,False,Unknown,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.464014258564117
1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.6111475224786775
0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3429588030007618
0,3,female,24.0,0,0,8.85,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.6967178907118832
0,3,male,24.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,1,male,40.0,0,0,27.7208,C,First,man,True,Unknown,Cherbourg,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.4082334475616762
0,3,male,23.5,0,0,7.2292,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8823470582632056
0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,0.9680851063829787,106.12579787234043,35.0,94,2.132408321022389
1,1,male,40.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.5036031274312862
1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.6363132839087284
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
1,3,male,25.0,2,0,23.25,Q,Third,man,True,Unknown,Queenstown,yes,False,0.13544668587896252,12.661632564841499,25.0,347,0.23352593393921808
0,3,male,19.0,0,0,0.0,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-3.0585777291682934
1,2,female,28.0,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.38278544498532663
0,3,male,25.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,2.132408321022389
1,1,female,35.0,0,0,110.8833,C,First,woman,False,Unknown,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.812289926928167
1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.7938227894866787
0,2,male,30.0,1,0,24.0,C,Second,man,True,Unknown,Cherbourg,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.26497567234198965
1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.1326493972880125
1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.5182728441543658
1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.6962534687059603
0,2,female,26.0,1,1,26.0,S,Second,woman,False,Unknown,Southampton,no,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,2,male,43.0,1,1,26.25,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.35395586016517094
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,Unknown,Southampton,yes,True,0.5,16.118809722222224,21.5,144,-0.806763380796033
1,2,female,24.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
0,2,male,54.0,0,0,14.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.2624619586252086
1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.218822021910339
1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.010033264475824
0,3,male,22.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8797405693934278
0,3,male,27.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,Unknown,Queenstown,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.38278544498532663
1,2,female,22.0,1,1,29.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.4532263111425748
0,3,male,25.0,8,2,69.55,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,1.3361591794576348
1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,2.0186331792044068
0,3,male,61.0,0,0,6.2375,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-1.0149359989180027
1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
1,3,female,31.0,1,1,20.525,S,Third,woman,False,Unknown,Southampton,yes,False,0.5,16.118809722222224,21.5,144,0.11044794172866994
1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.1511968252901217
1,3,female,21.5,2,0,23.25,Q,Third,woman,False,Unknown,Queenstown,yes,False,0.5,16.118809722222224,21.5,144,0.23352593393921808
0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.4358726267231761
0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,0.36885245901639346,67.22612704918032,40.0,122,2.14527242190355
0,3,male,16.0,2,0,18.0,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.01838583697289204
1,1,female,35.0,1,0,133.65,S,First,woman,False,Unknown,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.003535801391161
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.2920564383571118
1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,2.010033264475824
1,3,male,45.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,1,male,45.0,0,0,35.5,S,First,man,True,Unknown,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.6557188297748954
1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.6987007794454887
0,2,male,28.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,2,male,25.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,2,male,36.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
1,2,female,40.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
1,3,female,21.5,1,0,16.1,S,Third,woman,False,Unknown,Southampton,yes,False,0.5,16.118809722222224,21.5,144,-0.12717266791993012
1,3,male,3.0,1,1,15.9,S,Third,child,False,Unknown,Southampton,yes,False,0.13544668587896252,12.661632564841499,25.0,347,-0.13932010117845442
0,3,male,42.0,0,0,8.6625,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7165619336211217
0,3,male,23.0,0,0,9.225,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.658138561741074
0,1,male,40.0,0,0,35.0,S,First,man,True,C,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.6414769499431594
0,3,male,15.0,1,1,7.2292,C,Third,child,False,Unknown,Cherbourg,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.8823470582632056
0,3,male,25.0,1,0,17.8,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.0293120756270656
0,3,male,25.0,0,0,7.225,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8828741679067217
0,3,male,28.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6307359423566569
1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.0976780669265336
0,2,female,38.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,no,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
1,3,female,21.5,0,0,7.8792,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8038521494426432
1,3,female,21.5,0,0,7.8792,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8038521494426432
0,3,male,40.0,1,4,27.9,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.4146557174979072
0,2,male,29.0,1,0,27.7208,C,Second,man,True,Unknown,Cherbourg,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.4082334475616762
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,Unknown,Cherbourg,no,False,0.5,16.118809722222224,21.5,144,-0.23166125968823223
0,3,male,35.0,0,0,7.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9050797531497122
0,3,male,25.0,1,0,15.5,Q,Third,man,True,Unknown,Queenstown,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.16405229962564447
0,3,male,30.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8797405693934278
1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.4163815756188534
1,3,female,21.5,0,0,7.2292,C,Third,woman,False,Unknown,Cherbourg,yes,True,0.5,16.118809722222224,21.5,144,-0.8823470582632056
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.3324938581871215
1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.1057901177672143
0,3,male,18.0,1,0,6.4958,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.9787286015064478
0,3,male,19.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,1,male,22.0,0,0,135.6333,C,First,man,True,Unknown,Cherbourg,no,True,0.36885245901639346,67.22612704918032,40.0,122,2.0186331792044068
0,3,female,3.0,3,1,21.075,S,Third,child,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.13649913806595457
1,1,female,35.0,1,0,82.1708,C,First,woman,False,Unknown,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.5060857797883969
1,3,female,22.0,0,0,7.25,S,Third,woman,False,Unknown,Southampton,yes,True,0.5,16.118809722222224,21.5,144,-0.8797405693934278
0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,0.36885245901639346,67.22612704918032,40.0,122,2.4746366111687697
